,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
356,356,356,356,356,356,356,qDn7YWiquTrZYDHlHhcv,ESB-10395,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.4607396,-112.4107685,49.3,Standard,Fixed - Open Rack,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.92,0,3203.64,510,0,3713.64,0,0,0,0,420,0,928.41,420,0,0,Pre-Approval : Application Submitted,66518.3,
357,357,357,357,357,357,357,qTvj923vwUthv2O9kBto,ESB-11209,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,52.665827,-113.867235,99.36,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.45,0,7787,3395,1362,12544,0,0,0,0,1500,0,3136,1500,0,0,Pre-Approval : Application Submitted,128529.5,
358,358,358,358,358,358,358,qVmgmYxykNC4w6gU25v3,ESB-11444,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.204,-113.9261,174,Standard,Fixed - Roof Mount,20,9,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.6,0,1872,1663.84,0,3535.84,0,0,0,0,2250,0,1767.92,1767.92,0,0,Pre-Approval : Application Submitted,175420.7,
359,359,359,359,359,359,359,qqFOu7YY9ob0xwmjUPgH,ESB-11382,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.3814031,-111.5269994,35.1,Premium,Fixed - Roof Mount,18,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,107.95,90,0,197.95,0,0,0,0,48,0,49.4875,48,0,0,Pre-Approval : Application Draft Approved,28457.7,
360,360,360,360,360,360,360,r1lZrtuh1MKd9A6I6CzG,ESB-11133,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.754139,-113.499944,150.3,Standard,Fixed - Roof Mount,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.26,0,8611.2,3680,1,12292.2,0,0,0,0,2160,0,3073.05,2160,0,0,Pre-Approval : Application Submitted,175762.2,
361,361,361,361,361,361,361,r5HnwNEeYeVOrZ9AlWz3,ESB-11382,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.3860667,-111.5311121,39.2,Premium,Fixed - Roof Mount,19,19,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,1235,750,0,1985,1358.18,818.18,0,2176.36,300,360,496.25,300,544.09,360,Pre-Approval : Application Draft Approved,38328.2,
362,362,362,362,362,362,362,r5pKkhKPUdOICfWikbTu,ESB-10573,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.7108,-112.73006,32,Standard,Fixed - Roof Mount,17,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,1235,750,0,1985,1358.18,818.18,0,2176.36,300,360,496.25,300,544.09,360,Pre-Approval : Application Draft Approved,37554.8,
363,363,363,363,363,363,363,rC4EPa0gFLQaQ3THQw4V,ESB-11022,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.45,110.46,150,Standard,Fixed - Roof Mount,20,30,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.81,0,1980.16,4832.76,0,6812.92,0,0,0,0,4140,0,1703.23,1703.23,0,0,Pre-Approval : Application Submitted,156368.8,Long
364,364,364,364,364,364,364,rLDoTUmtN4Li8nPvrNia,ESB-11468,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.4624,-117.2357,43.5,Standard,Fixed - Open Rack,20,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,45515,73200,0,118715,0,0,0,0,0,0,0,13500,0,0,Pre-Approval : Application Submitted,47270.9,
365,365,365,365,365,365,365,rWuiDZeWncMFw8ko9COM,ESB-10029,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.99208,-114.0471,124.2,Standard,Fixed - Roof Mount,12.2,10,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.4,0,2825,560,80,3465,0,0,0,0,0,0,0,1732.5,0,0,Pre-Approval : Application Submitted,144939.1,
366,366,366,366,366,366,366,rmDBBuD73HdWwoSjI9H1,ESB-11522,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.3675,-112.8757,40.02,Standard,Fixed - Open Rack,15,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,209.97,300,0,509.97,0,0,0,0,150,0,254.985,150,0,0,Pre-Approval : Application Submitted,52539.3,
367,367,367,367,367,367,367,rnZw2NFKC6KhhwO3iY7H,ESB-10658,Post-Project,Application Under Review,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,49.4522,-113.12453,14.4,Standard,Fixed - Open Rack,88.4,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.79,0,3629.6,1359.68,0,4989.28,0,0,0,0,1120,0,1247.32,1120,0,0,Post-Project : Application Under Review,2358.2,
368,368,368,368,368,368,368,ro8QGDL0lsMeBbJ0gZYP,ESB-11423,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.19,-118.8,90.5,Premium,Fixed - Roof Mount,11,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.79,0,3629.6,1359.68,0,4989.28,0,0,0,0,1120,0,1247.32,1120,0,0,Pre-Approval : Application Submitted,82648,
369,369,369,369,369,369,369,rrV4tZAj3XTyaF6d1siI,ESB-11131,Payment,Incentive Recommended,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,52.228822,-113.235866,32.4,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.33,0,29745.72,16006.12,0,45751.84,0,0,0,0,9540,0,11437.96,9540,0,0,Payment : Incentive Recommended,34019.9,
370,370,370,370,370,370,370,s52SBHfEIifHUxQs9vBo,ESB-11322,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,50.022798,-112.835225,33.12,Standard,Fixed - Open Rack,8,35,180,0.068,780,1663,892,1441,33382,2853,1800,2946,1289,1053,1783,1547,51429,Looking to offset common area costs of the building and hopefully pave the way for doing the other building to become fully net-zero.,270.35,0,26800,16500,2900,46200,0,0,0,0,12400,0,11550,11550,0,0,Pre-Approval : Application Submitted,46946.9,
371,371,371,371,371,371,371,s8tevfke8nx8Li3tbPvb,ESB-10792,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,50.653537,-111.898348,142.4,Standard,Fixed - Open Rack,10,40,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,1606,780,0,2386,0,0,0,0,560,0,596.5,560,0,0,Pre-Approval : Application Submitted,194447.7,
372,372,372,372,372,372,372,sFDJAAGClzc4bPsiIryG,ESB-11417,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.28,-114.78,86.3,Premium,Fixed - Roof Mount,12,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.55,0,135000,12000,5000,152000,0,0,0,0,30000,0,76000,30000,0,0,Pre-Approval : Application Submitted,93780.1,
373,373,373,373,373,373,373,sPPONhj9hf9T0MOhdfUq,ESB-11448,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.903393,-114.0558,56.4,Standard,Fixed - Roof Mount,20,10,180,0.06,316,653,1225,1865,2325,2228,2325,1964,1351,759,400,229,15640,Installation of a solar PV roof mounted system.,184.66,0,8160,2176,544.5,10880.5,8160,2176,544.5,10880.5,8470,8470,2720.125,2720.13,2720.125,2720.125,Pre-Approval : Application Submitted,58611.7,
374,374,374,374,374,374,374,sPao7peVD1S17e0aGZcY,ESB-11040,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.88933393,-112.7075987,76.5,Standard,Fixed - Open Rack,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.86,0,18574.37,2520,0,21094.37,0,0,0,0,750,0,5273.5925,750,0,0,Pre-Approval : Application Draft Approved,96252.3,
375,375,375,375,375,375,375,sW5I3YfzLygXugOHMIqw,ESB-10406,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.6977107,-112.8005713,79.7,Standard,Fixed - Roof Mount,86.2,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,0,414,0,0,414,0,0,0,0,180,0,103.5,103.5,0,0,Pre-Approval : Application Submitted,13633.4,
376,376,376,376,376,376,376,sZxQtlT42D9E1fuvZBvm,ESB-11478,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.906503,-111.760114,405,Standard,Fixed - Open Rack,15,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,198,0,0,198,0,0,0,0,80,0,49.5,49.5,0,0,Pre-Approval : Application Submitted,534866.4,
377,377,377,377,377,377,377,sjwwqQctaOOz0NyOuH0H,ESB-11416,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.27,-114.78,47.2,Premium,Fixed - Roof Mount,12,10,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.58,0,1780.88,498.46,0,2279.34,0,0,0,0,250,0,569.835,250,0,0,Pre-Approval : Application Submitted,46664.9,
378,378,378,378,378,378,378,t7OcGxXFgaBWh1rSrPHz,ESB-11231,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.69722,-113.857092,16.56,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.88,0,5985,3000,0,8985,0,0,0,0,2150,0,2246.25,2150,0,0,Pre-Approval : Application Submitted,21441.2,
379,379,379,379,379,379,379,tAdR09bk6POCSSp4xJ3N,ESB-10129,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.21228,-114.38497,84.2,Premium,Fixed - Roof Mount,13.3,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.09,0,14596.54,7679.53,0,22276.07,14596.54,7679.53,0,22276.07,4600,4600,5569.0175,4600,5569.0175,4600,Pre-Approval : Application Submitted,94101.2,
380,380,380,380,380,380,380,tAhrcZaZPXXObXIfS19h,ESB-10101,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,53.09412,-111.77759,11.5,Premium,Fixed - Roof Mount,14.3,10,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.09,0,14596.54,7679.53,0,22276.07,14596.54,7679.53,0,22276.07,4600,4600,5569.0175,4600,5569.0175,4600,Pre-Approval : Application Submitted,11780.1,
381,381,381,381,381,381,381,tBICpQZXAo3PsdSRmqoN,ESB-10049,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.07084,-113.99266,107.1,Standard,Fixed - Roof Mount,12.7,10,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85,0,1350,650,50,2050,0,0,0,0,180,0,512.5,180,0,0,Pre-Approval : Application Submitted,122602.7,
382,382,382,382,382,382,382,tF7QswcMTuSjWcZJMUBA,ESB-10929,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.151599,-114.27211,19.6,Standard,Fixed - Roof Mount,15,18.4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.72,227.28,0,665,0,0,0,0,105,0,166.25,105,0,0,Pre-Approval : Application Submitted,16138.5,
383,383,383,383,383,383,383,tKflRRbKBw5RV66S9tjR,ESB-10764,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.8615,-110.2035,16.56,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,500000,100000,1500,601500,100,100,100,300,3000000,300,150375,150375,75,75,Pre-Approval : Application Submitted,22007.5,
384,384,384,384,384,384,384,tbGAXtnCRHaxBtxuZ4Jp,ESB-11101,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.767616,-111.703676,57.6,Premium,Fixed - Open Rack,22,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85,0,1350,650,50,2050,0,0,0,0,180,0,512.5,180,0,0,Pre-Approval : Application Submitted,69728.7,
385,385,385,385,385,385,385,tfms23csLGCa2fB4eJZW,ESB-11113,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.31935,-114.1695,11.04,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.72,227.28,0,665,0,0,0,0,105,0,166.25,105,0,0,Pre-Project : Application Information Requested,14205.8,
386,386,386,386,386,386,386,tjBOUWHdiCMDlHzSI4oR,ESB-11311,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.904383,-112.917814,99.36,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,490,120,30,640,0,0,0,0,60,0,160,60,0,0,Pre-Approval : Application Submitted,141066.5,
387,387,387,387,387,387,387,tmaZ1iv3Dh65EIbj66WR,ESB-10134,Payment,Incentive Payment in Progress,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.0928,-114.0429,12.76,Standard,Fixed - Roof Mount,18,10,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,270,360,12,642,0,0,0,0,60,0,160.5,60,0,0,Payment : Incentive Payment in Progress,13416.4,
388,388,388,388,388,388,388,tzHxAbEI3IWKgIiPIoTu,ESB-11042,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.851974,-113.07352,53.9,Standard,Fixed - Open Rack,23.9,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,1240,337.5,0,1577.5,0,0,0,0,600,0,788.75,600,0,0,Payment : Incentive Payment in Progress,62992.6,
389,389,389,389,389,389,389,uDOXxEQf6IYhwMa6ZRbS,ESB-11253,Post-Project,Application Under Review,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,51.73838,-112.695758,10.2,Standard,Fixed - Roof Mount,10,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,1570.36,675.62,0,2245.98,0,0,0,0,495,0,561.495,495,0,0,Post-Project : Application Under Review,12547,
390,390,390,390,390,390,390,uENuuw08kgqGYCRaOnK2,ESB-11527,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,53.782028,-111.237521,5.52,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,232,510.96,0,742.96,0,0,0,0,160,0,185.74,160,0,0,Pre-Approval : Application Submitted,7061.3,
391,391,391,391,391,391,391,uKyLL1FFwafxqWC3xUOn,ESB-10988,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.57,113.53,172,Standard,Fixed - Roof Mount,20,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,530,158,0,688,0,0,0,0,120,0,172,120,0,0,Pre-Approval : Application Submitted,171575.4,Long
392,392,392,392,392,392,392,uMX2GChgNi0W1bowABWi,ESB-10166,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.1126,-114.2638,11.04,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,0,6017,1500,500,8017,0,0,0,0,0,0,0,4008.5,0,0,Pre-Approval : Application Submitted,14158.9,
393,393,393,393,393,393,393,uhlk1dOXw1OaenkRQy0q,ESB-11337,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.896085,-113.842596,27.6,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57,0,270,180,0,450,0,0,0,0,120,0,112.5,112.5,0,0,Pre-Project : Application Information Requested,37950.6,
394,394,394,394,394,394,394,v0SGTLjOXTAoiT3s4qgP,ESB-11200,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.254423,-113.622312,170,Standard,Fixed - Open Rack,16,45,180,0.08,0,0,0,4000,3000,3000,8000,15000,3000,0,0,0,36000,Rate 26,1853.18,0,252450,23050,5000,280500,252450,23050,5000,280500,85000,85000,70125,70125,70125,70125,Payment : Incentive Payment in Progress,221237.8,
395,395,395,395,395,395,395,v4MvfFCc4zkK3bBmka5D,ESB-11464,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,54.0495,-111.2378,13.92,Standard,Fixed - Open Rack,20,35,180,0.068,494,678,1190,1713,1813,1768,1957,1682,1289,923,548,444,14499,"Resubmitting Mar 25- If the initial application is accepted, please disregard this application. We are resubmitting becuase all our applications keep getting rejected for missing the 3D model and invoice, which we'll include this time.  It was recommended we resubmit every single application that's like this (which is a lot) by the ESB program rep we spoke to.  We apologies for any inconvenience this may cause and really appreciate your efforts, it's just really important to our customers that we get these applications in.  If you have any questions please let us know.  Thanks! Mike",151.74,0,30075.24,7711.6,771.16,38558,0,0,0,0,9048,0,9639.5,9048,0,0,Pre-Approval : Application Submitted,15250.9,
396,396,396,396,396,396,396,v4SNm5ZyNIX3sQFtXR2W,ESB-10049,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.07118,-113.99271,194.4,Standard,Fixed - Roof Mount,12.5,10,178,0.064,3350,5803,15684,20039,30824,33468,30864,28015,21494,10698,6453,1463,208155,"Modelled System losses are based on site specific data, equipment losses and analysis of historical production data of KCP Energy systems located nearby",2119.16,0,227254,87655,11406,326315,0,0,0,0,97200,0,81578.75,81578.75,0,0,Pre-Approval : Application Submitted,223054.1,
397,397,397,397,397,397,397,v4e1sphj5AnDdC5bCKOU,ESB-10192,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,49.796398,-112.1324385,8.1,Standard,Fixed - Roof Mount,70.8,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.09,0,3348.54,2012.32,134.27,5495.13,0,0,0,0,1125,0,1373.7825,1125,0,0,Pre-Approval : Application Submitted,3084.4,
398,398,398,398,398,398,398,vhX2X0t3jVUluEAznR9O,ESB-10865,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.68030819,-111.921863,28.48,Standard,Fixed - Open Rack,18,40,180,0.0659,1250,680,750,830,1380,800,740,700,1020,1100,900,920,11070,Equipment based on availability,97.67,0,11545.12,1821.69,2004.68,15371.49,0,0,0,0,5824,0,3842.8725,3842.87,0,0,Pre-Approval : Application Draft Approved,34654.1,
399,399,399,399,399,399,399,vkcNxYNCGUVEkLcXsJNX,ESB-11375,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.668958,-111.65746,77.28,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0,327.6,126,0,453.6,0,0,0,0,100,0,113.4,100,0,0,Pre-Approval : Application Submitted,111543.2,
400,400,400,400,400,400,400,vkxwhh1XAtxANkZVGAfA,ESB-10093,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,51.26512,-114.11613,29.37,Premium,Fixed - Roof Mount,13.3,22.6,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0,2392.98,0,0,2392.98,0,0,0,0,900,0,598.245,598.25,0,0,Pre-Approval : Application Submitted,35578.8,
401,401,401,401,401,401,401,wOhBeOc6Hjhel1hHA6c6,ESB-11526,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.7373,-113.3173,27.2,Standard,Fixed - Roof Mount,15,9,180,0.053448,501,859,1540,2156,2520,2622,2596,2280,1724,1034,539,361,18732,This is a resubmission because we had a chat with an ESB reviewer and it was recommended that we resubmit from scratch to ensure all documents are provided and to increase our chances of being approved for the rebate. This building has a flat roof and a 4/12 roof with different modules on each. I will attach all specs in the last step.,207.34,0,35457.24,9091.6,909.16,45458,0,0,0,0,9510,0,11364.5,9510,0,0,Pre-Approval : Application Submitted,28662.1,
402,402,402,402,402,402,402,wPoJhqh0FRp5gK7r0tX5,ESB-10267,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.01845,-114.02308,24.96,Premium,Fixed - Roof Mount,13.3,36,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.23,0,8400,1260,425,10085,0,0,0,0,960,0,2521.25,960,0,0,Payment : Incentive Payment in Progress,24472.9,
403,403,403,403,403,403,403,x4DnXIKg67au1PyycnOj,ESB-11118,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,54.141234,-114.55168,22.08,Standard,Fixed - Open Rack,8,45,180,0.0649,2836,2393,2478,1970,1374,1320,1116,1245,3915,2070,2517,2675,25909,345W Panels,240.69,0,41793.9,8553.6,0,50347.5,0,0,0,0,11040,0,12586.875,11040,0,0,Pre-Approval : Application Submitted,27413.4,
404,404,404,404,404,404,404,xGe2v9mvZUvI72qAGSUI,ESB-10127,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.682779,-114.903321,17.85,Standard,Fixed - Open Rack,1.5,25,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.88,0,19897.9,6085.16,0,25983.06,0,0,0,0,6720,0,6495.765,6495.77,0,0,Payment : Incentive Approved,23316.2,
